EventName
The Ultimate Fighter: A Champion Will Be Crowned Finale
UFC 181: Hendricks vs. Lawler II
UFC Fight Night: Edgar vs. Swanson
UFC 180: Werdum vs. Hunt
UFC Fight Night: Shogun vs. Saint Preux
UFC Fight Night: Rockhold vs. Bisping
UFC 179: Aldo vs. Mendes 2
UFC Fight Night: MacDonald vs. Saffiedine
UFC Fight Night: Nelson vs. Story
UFC 178: Johnson vs. Cariaso
UFC Fight Night: Hunt vs. Nelson
UFC Fight Night: Bigfoot vs. Arlovski
UFC Fight Night: Jacaré vs. Mousasi
UFC 177: Dillashaw vs. Soto
UFC Fight Night: Henderson vs. dos Anjos
UFC Fight Night: Bisping vs. Le
UFC Fight Night: Bader vs. Saint Preux
UFC 176: Aldo vs. Mendes II
UFC on Fox: Lawler vs. Brown
UFC Fight Night: McGregor vs. Brandão
UFC Fight Night: Cowboy vs. Miller
The Ultimate Fighter: Team Edgar vs. Team Penn Finale
UFC 175: Weidman vs. Machida
UFC Fight Night: Swanson vs. Stephens
UFC Fight Night: Te Huna vs. Marquardt
UFC 174: Johnson vs. Bagautinov
UFC Fight Night: Henderson vs. Khabilov
The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado
UFC Fight Night: Muñoz vs. Mousasi
UFC 173: Barão vs. Dillashaw
UFC Fight Night: Brown vs. Silva
UFC 172: Jones vs. Teixeira
UFC on Fox: Werdum vs. Browne
The Ultimate Fighter Nations Finale: Bisping vs. Kennedy
UFC Fight Night: Nogueira vs. Nelson
UFC Fight Night: Shogun vs. Henderson 2
UFC 171: Hendricks vs. Lawler
UFC Fight Night: Gustafsson vs. Manuwa
The Ultimate Fighter China Finale: Kim vs. Hathaway
UFC 170: Rousey vs. McMann
UFC Fight Night: Machida vs. Mousasi
UFC 169: Barão vs. Faber 2
UFC on Fox: Henderson vs. Thomson
UFC Fight Night: Rockhold vs. Philippou
UFC Fight Night: Saffiedine vs. Lim
UFC 168: Weidman vs. Silva 2
UFC on Fox: Johnson vs. Benavidez 2
UFC Fight Night: Hunt vs. Bigfoot
The Ultimate Fighter: Team Rousey vs. Team Tate Finale
UFC 167: St-Pierre vs. Hendricks
UFC Fight Night: Belfort vs. Henderson 2
UFC: Fight for the Troops 3
UFC Fight Night: Machida vs. Muñoz
UFC 166: Velasquez vs. dos Santos III
UFC Fight Night: Maia vs. Shields
UFC 165: Jones vs. Gustafsson
UFC Fight Night: Teixeira vs. Bader
UFC 164: Henderson vs. Pettis 2
UFC Fight Night: Condit vs. Kampmann 2
UFC Fight Night: Shogun vs. Sonnen
UFC 163: Aldo vs. Korean Zombie
UFC on Fox: Johnson vs. Moraga
UFC 162: Silva vs. Weidman
UFC 161: Evans vs. Henderson
UFC on Fuel TV: Nogueira vs. Werdum
UFC 160: Velasquez vs. Bigfoot 2
UFC on FX: Belfort vs. Rockhold
UFC 159: Jones vs. Sonnen
UFC on Fox: Henderson vs. Melendez
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale
UFC on Fuel TV: Mousasi vs. Latifi
UFC 158: St-Pierre vs. Diaz
UFC on Fuel TV: Silva vs. Stann
UFC 157: Rousey vs. Carmouche
UFC on Fuel TV: Barão vs. McDonald
UFC 156: Aldo vs. Edgar
UFC on Fox: Johnson vs. Dodson
UFC on FX: Belfort vs. Bisping
UFC 155: dos Santos vs. Velasquez 2
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
UFC on FX: Sotiropoulos vs. Pearson
UFC on Fox: Henderson vs. Diaz
UFC 154: St-Pierre vs. Condit
UFC on Fuel TV: Franklin vs. Le
UFC 153: Silva vs. Bonnar
UFC on FX: Browne vs. Bigfoot
UFC on Fuel TV: Struve vs. Miocic
UFC 152: Jones vs. Belfort
UFC 151: Jones vs. Henderson
UFC 150: Henderson vs. Edgar II
UFC on Fox: Shogun vs. Vera
UFC 149: Faber vs. Barão
UFC on Fuel TV: Muñoz vs. Weidman
UFC 148: Silva vs. Sonnen II
UFC 147: Silva vs. Franklin II
UFC on FX: Maynard vs. Guida
UFC on FX: Johnson vs. McCall 2
The Ultimate Fighter: Live Finale
UFC 146: dos Santos vs. Mir
